Type,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
WT,WT10.5X55.5,F,55.50,16.30,10.80,10.75,0.00,0.00,0.00,12.30,12.38,0.00,0.00,0.00,0.55,0.56,0.31,0.88,0.88,0.00,0.00,0.00,1.38,1.75,0.00,0.00,2.23,0.00,0.00,0.66,7.05,0.00,0.00,0.00,0.00,19.60,150.00,31.00,17.50,3.03,137.00,34.10,22.20,2.90,0.00,0.00,0.00,3.40,13.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,0.85,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X50.5,F,50.50,14.90,10.70,10.63,0.00,0.00,0.00,12.30,12.25,0.00,0.00,0.00,0.50,0.50,0.25,0.80,0.81,0.00,0.00,0.00,1.30,1.69,0.00,0.00,2.18,0.00,0.00,0.61,7.68,0.00,0.00,0.00,0.00,21.40,135.00,27.90,15.80,3.01,124.00,30.80,20.20,2.89,0.00,0.00,0.00,2.60,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,0.85,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X46.5,F,46.50,13.70,10.80,10.75,0.00,0.00,0.00,8.42,8.38,0.00,0.00,0.00,0.58,0.56,0.31,0.93,0.94,0.00,0.00,0.00,1.43,1.63,0.00,0.00,2.74,0.00,0.00,0.81,4.53,0.00,0.00,0.00,0.00,18.60,144.00,31.80,17.90,3.25,46.40,17.30,11.00,1.84,0.00,0.00,0.00,3.01,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,0.73,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X41.5,F,41.50,12.20,10.70,10.75,0.00,0.00,0.00,8.36,8.38,0.00,0.00,0.00,0.52,0.50,0.25,0.84,0.81,0.00,0.00,0.00,1.34,1.50,0.00,0.00,2.66,0.00,0.00,0.73,5.00,0.00,0.00,0.00,0.00,20.80,127.00,28.00,15.70,3.22,40.70,15.20,9.74,1.83,0.00,0.00,0.00,2.16,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,0.73,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X36.5,F,36.50,10.70,10.60,10.63,0.00,0.00,0.00,8.30,8.25,0.00,0.00,0.00,0.46,0.44,0.25,0.74,0.75,0.00,0.00,0.00,1.24,1.44,0.00,0.00,2.60,0.00,0.00,0.65,5.60,0.00,0.00,0.00,0.00,23.30,110.00,24.40,13.80,3.21,35.30,13.30,8.51,1.81,0.00,0.00,0.00,1.51,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.73,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X34,F,34.00,10.00,10.60,10.63,0.00,0.00,0.00,8.27,8.25,0.00,0.00,0.00,0.43,0.44,0.25,0.69,0.69,0.00,0.00,0.00,1.19,1.38,0.00,0.00,2.59,0.00,0.00,0.61,6.04,0.00,0.00,0.00,0.00,24.70,103.00,22.90,12.90,3.20,32.40,12.20,7.83,1.80,0.00,0.00,0.00,1.22,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.73,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X31,F,31.00,9.13,10.50,10.50,0.00,0.00,0.00,8.24,8.25,0.00,0.00,0.00,0.40,0.38,0.19,0.62,0.63,0.00,0.00,0.00,1.12,1.31,0.00,0.00,2.58,0.00,0.00,0.55,6.70,0.00,0.00,0.00,0.00,26.30,93.80,21.10,11.90,3.21,28.70,10.90,6.97,1.77,0.00,0.00,0.00,0.91,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,0.72,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X27.5,F,27.50,8.10,10.40,10.38,0.00,0.00,0.00,8.22,8.25,0.00,0.00,0.00,0.38,0.38,0.19,0.52,0.50,0.00,0.00,0.00,1.02,1.19,0.00,0.00,2.64,0.00,0.00,0.49,7.87,0.00,0.00,0.00,0.00,27.70,84.40,19.40,10.90,3.23,24.20,9.18,5.89,1.73,0.00,0.00,0.00,0.62,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,0.70,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X24,F,24.00,7.07,10.30,10.25,0.00,0.00,0.00,8.14,8.13,0.00,0.00,0.00,0.35,0.38,0.19,0.43,0.44,0.00,0.00,0.00,0.93,1.13,0.00,0.00,2.74,0.00,0.00,0.46,9.47,0.00,0.00,0.00,0.00,29.40,74.90,17.80,9.90,3.26,19.40,7.44,4.76,1.66,0.00,0.00,0.00,0.40,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.68,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X28.5,F,28.50,8.37,10.50,10.50,0.00,0.00,0.00,6.56,6.50,0.00,0.00,0.00,0.41,0.38,0.19,0.65,0.63,0.00,0.00,0.00,1.15,1.31,0.00,0.00,2.85,0.00,0.00,0.64,5.04,0.00,0.00,0.00,0.00,25.90,90.40,21.20,11.80,3.29,15.30,7.40,4.67,1.35,0.00,0.00,0.00,0.88,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.36,0.67,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X25,F,25.00,7.36,10.40,10.38,0.00,0.00,0.00,6.53,6.50,0.00,0.00,0.00,0.38,0.38,0.19,0.54,0.56,0.00,0.00,0.00,1.04,1.25,0.00,0.00,2.93,0.00,0.00,0.77,6.10,0.00,0.00,0.00,0.00,27.40,80.30,19.40,10.70,3.30,12.50,6.08,3.82,1.30,0.00,0.00,0.00,0.57,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.64,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT10.5X22,F,22.00,6.49,10.30,10.38,0.00,0.00,0.00,6.50,6.50,0.00,0.00,0.00,0.35,0.38,0.19,0.45,0.44,0.00,0.00,0.00,0.95,1.13,0.00,0.00,2.98,0.00,0.00,1.06,7.22,0.00,0.00,0.00,0.00,29.40,71.10,17.60,9.68,3.31,10.30,5.07,3.18,1.26,0.00,0.00,0.00,0.38,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.49,0.62,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X155.5,F,155.50,45.80,11.20,11.13,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,1.52,1.50,0.75,2.74,2.75,0.00,0.00,0.00,3.24,3.44,0.00,0.00,2.93,0.00,0.00,1.91,2.19,0.00,0.00,0.00,0.00,7.37,383.00,90.60,46.60,2.89,398.00,104.00,66.20,2.95,0.00,0.00,0.00,87.20,339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.41,0.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X141.5,F,141.50,41.70,10.90,10.88,0.00,0.00,0.00,11.90,11.88,0.00,0.00,0.00,1.40,1.38,0.69,2.50,2.50,0.00,0.00,0.00,3.00,3.19,0.00,0.00,2.80,0.00,0.00,1.75,2.38,0.00,0.00,0.00,0.00,7.79,337.00,80.20,41.50,2.85,352.00,92.50,59.20,2.91,0.00,0.00,0.00,66.50,251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.36,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X129,F,129.00,38.00,10.70,10.75,0.00,0.00,0.00,11.80,11.75,0.00,0.00,0.00,1.28,1.25,0.63,2.30,2.31,0.00,0.00,0.00,2.70,3.00,0.00,0.00,2.68,0.00,0.00,1.61,2.56,0.00,0.00,0.00,0.00,8.36,298.00,71.00,37.00,2.80,314.00,83.10,53.40,2.88,0.00,0.00,0.00,51.10,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X117,F,117.00,34.30,10.50,10.50,0.00,0.00,0.00,11.70,11.63,0.00,0.00,0.00,1.16,1.19,0.63,2.11,2.13,0.00,0.00,0.00,2.51,2.75,0.00,0.00,2.55,0.00,0.00,1.48,2.76,0.00,0.00,0.00,0.00,9.05,261.00,62.40,32.70,2.75,279.00,74.40,47.90,2.85,0.00,0.00,0.00,39.10,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.23,0.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X105.5,F,105.50,31.20,10.30,10.38,0.00,0.00,0.00,11.60,11.50,0.00,0.00,0.00,1.06,1.06,0.56,1.91,1.94,0.00,0.00,0.00,2.31,2.56,0.00,0.00,2.44,0.00,0.00,1.34,3.02,0.00,0.00,0.00,0.00,9.72,229.00,55.00,29.10,2.72,246.00,66.10,42.70,2.82,0.00,0.00,0.00,29.10,102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.19,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X96,F,96.00,28.10,10.20,10.13,0.00,0.00,0.00,11.50,11.50,0.00,0.00,0.00,0.96,0.94,0.50,1.75,1.75,0.00,0.00,0.00,2.15,2.44,0.00,0.00,2.34,0.00,0.00,1.23,3.27,0.00,0.00,0.00,0.00,10.60,202.00,48.50,25.80,2.68,220.00,59.40,38.40,2.79,0.00,0.00,0.00,22.30,75.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X87.5,F,87.50,25.70,10.00,10.00,0.00,0.00,0.00,11.40,11.38,0.00,0.00,0.00,0.89,0.88,0.44,1.59,1.56,0.00,0.00,0.00,1.99,2.44,0.00,0.00,2.26,0.00,0.00,1.13,3.58,0.00,0.00,0.00,0.00,11.20,181.00,43.60,23.40,2.66,196.00,53.10,34.40,2.76,0.00,0.00,0.00,16.80,56.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X79,F,79.00,23.20,9.86,9.88,0.00,0.00,0.00,11.30,11.25,0.00,0.00,0.00,0.81,0.81,0.44,1.44,1.44,0.00,0.00,0.00,1.84,2.38,0.00,0.00,2.17,0.00,0.00,1.02,3.92,0.00,0.00,0.00,0.00,12.20,160.00,38.50,20.80,2.63,174.00,47.40,30.70,2.74,0.00,0.00,0.00,12.50,41.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X71.5,F,71.50,21.00,9.75,9.75,0.00,0.00,0.00,11.20,11.25,0.00,0.00,0.00,0.73,0.75,0.38,1.32,1.31,0.00,0.00,0.00,1.72,2.19,0.00,0.00,2.09,0.00,0.00,0.94,4.25,0.00,0.00,0.00,0.00,13.40,142.00,34.00,18.50,2.60,156.00,42.70,27.70,2.72,0.00,0.00,0.00,9.58,30.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.02,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X65,F,65.00,19.20,9.63,9.63,0.00,0.00,0.00,11.20,11.13,0.00,0.00,0.00,0.67,0.69,0.38,1.20,1.19,0.00,0.00,0.00,1.60,2.06,0.00,0.00,2.02,0.00,0.00,0.86,4.65,0.00,0.00,0.00,0.00,14.40,127.00,30.50,16.70,2.58,139.00,38.30,24.90,2.70,0.00,0.00,0.00,7.23,22.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.87,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X59.5,F,59.50,17.60,9.49,9.50,0.00,0.00,0.00,11.30,11.25,0.00,0.00,0.00,0.66,0.63,0.31,1.06,1.06,0.00,0.00,0.00,1.46,1.94,0.00,0.00,2.03,0.00,0.00,0.78,5.31,0.00,0.00,0.00,0.00,14.50,119.00,28.70,15.90,2.60,126.00,34.50,22.50,2.69,0.00,0.00,0.00,5.30,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.03,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X53,F,53.00,15.60,9.37,9.38,0.00,0.00,0.00,11.20,11.25,0.00,0.00,0.00,0.59,0.56,0.31,0.94,0.94,0.00,0.00,0.00,1.34,1.81,0.00,0.00,1.97,0.00,0.00,0.70,5.96,0.00,0.00,0.00,0.00,15.90,104.00,25.20,14.10,2.59,110.00,30.20,19.70,2.66,0.00,0.00,0.00,3.73,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X48.5,F,48.50,14.20,9.30,9.25,0.00,0.00,0.00,11.10,11.13,0.00,0.00,0.00,0.54,0.56,0.31,0.87,0.88,0.00,0.00,0.00,1.27,1.75,0.00,0.00,1.91,0.00,0.00,0.64,6.41,0.00,0.00,0.00,0.00,17.40,93.80,22.60,12.70,2.56,100.00,27.60,18.00,2.65,0.00,0.00,0.00,2.92,9.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,0.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X43,F,43.00,12.70,9.20,9.25,0.00,0.00,0.00,11.10,11.13,0.00,0.00,0.00,0.48,0.50,0.25,0.77,0.75,0.00,0.00,0.00,1.17,1.63,0.00,0.00,1.86,0.00,0.00,0.57,7.20,0.00,0.00,0.00,0.00,19.20,82.40,19.90,11.20,2.55,87.60,24.20,15.80,2.63,0.00,0.00,0.00,2.04,6.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.95,0.86,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X38,F,38.00,11.10,9.11,9.13,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,0.43,0.44,0.25,0.68,0.69,0.00,0.00,0.00,1.08,1.56,0.00,0.00,1.80,0.00,0.00,0.51,8.11,0.00,0.00,0.00,0.00,21.40,71.80,17.30,9.83,2.54,76.20,21.10,13.80,2.61,0.00,0.00,0.00,1.41,4.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.93,0.86,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X35.5,F,35.50,10.40,9.24,9.25,0.00,0.00,0.00,7.64,7.63,0.00,0.00,0.00,0.50,0.50,0.25,0.81,0.81,0.00,0.00,0.00,1.21,1.50,0.00,0.00,2.26,0.00,0.00,0.68,4.71,0.00,0.00,0.00,0.00,18.70,78.20,20.00,11.20,2.74,30.10,12.30,7.89,1.70,0.00,0.00,0.00,1.74,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.75,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X32.5,F,32.50,9.55,9.18,9.13,0.00,0.00,0.00,7.59,7.63,0.00,0.00,0.00,0.45,0.44,0.25,0.75,0.75,0.00,0.00,0.00,1.15,1.44,0.00,0.00,2.20,0.00,0.00,0.63,5.06,0.00,0.00,0.00,0.00,20.40,70.70,18.00,10.10,2.72,27.40,11.20,7.22,1.69,0.00,0.00,0.00,1.36,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,0.76,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X30,F,30.00,8.82,9.12,9.13,0.00,0.00,0.00,7.56,7.50,0.00,0.00,0.00,0.42,0.44,0.25,0.70,0.69,0.00,0.00,0.00,1.10,1.38,0.00,0.00,2.16,0.00,0.00,0.58,5.44,0.00,0.00,0.00,0.00,22.00,64.70,16.50,9.29,2.71,25.00,10.30,6.63,1.68,0.00,0.00,0.00,1.08,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.76,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X27.5,F,27.50,8.10,9.06,9.00,0.00,0.00,0.00,7.53,7.50,0.00,0.00,0.00,0.39,0.38,0.19,0.63,0.63,0.00,0.00,0.00,1.03,1.31,0.00,0.00,2.16,0.00,0.00,0.54,5.98,0.00,0.00,0.00,0.00,23.20,59.50,15.30,8.63,2.71,22.50,9.26,5.97,1.67,0.00,0.00,0.00,0.83,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.68,0.75,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X25,F,25.00,7.34,9.00,9.00,0.00,0.00,0.00,7.50,7.50,0.00,0.00,0.00,0.36,0.38,0.19,0.57,0.56,0.00,0.00,0.00,0.97,1.25,0.00,0.00,2.12,0.00,0.00,0.49,6.57,0.00,0.00,0.00,0.00,25.40,53.50,13.80,7.79,2.70,20.00,8.28,5.35,1.65,0.00,0.00,0.00,0.62,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,0.75,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X23,F,23.00,6.77,9.03,9.00,0.00,0.00,0.00,6.06,6.00,0.00,0.00,0.00,0.36,0.38,0.19,0.61,0.63,0.00,0.00,0.00,1.01,1.25,0.00,0.00,2.33,0.00,0.00,0.56,5.01,0.00,0.00,0.00,0.00,25.10,52.10,13.90,7.77,2.77,11.30,5.84,3.71,1.29,0.00,0.00,0.00,0.61,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.70,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X20,F,20.00,5.88,8.95,9.00,0.00,0.00,0.00,6.02,6.00,0.00,0.00,0.00,0.32,0.31,0.19,0.53,0.50,0.00,0.00,0.00,0.93,1.19,0.00,0.00,2.29,0.00,0.00,0.49,5.73,0.00,0.00,0.00,0.00,28.40,44.80,12.00,6.73,2.76,9.55,4.97,3.17,1.27,0.00,0.00,0.00,0.40,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,0.69,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT9X17.5,F,17.50,5.15,8.85,8.88,0.00,0.00,0.00,6.00,6.00,0.00,0.00,0.00,0.30,0.31,0.19,0.43,0.44,0.00,0.00,0.00,0.83,1.13,0.00,0.00,2.39,0.00,0.00,0.45,7.06,0.00,0.00,0.00,0.00,29.50,40.10,11.20,6.21,2.79,7.67,4.02,2.56,1.22,0.00,0.00,0.00,0.25,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.66,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X50,F,50.00,14.70,8.49,8.50,0.00,0.00,0.00,10.40,10.38,0.00,0.00,0.00,0.59,0.56,0.31,0.99,1.00,0.00,0.00,0.00,1.39,1.88,0.00,0.00,1.76,0.00,0.00,0.71,5.29,0.00,0.00,0.00,0.00,14.50,76.80,20.70,11.40,2.28,93.10,27.40,17.90,2.51,0.00,0.00,0.00,3.85,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,0.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X44.5,F,44.50,13.10,8.38,8.38,0.00,0.00,0.00,10.40,10.38,0.00,0.00,0.00,0.53,0.50,0.25,0.88,0.88,0.00,0.00,0.00,1.28,1.75,0.00,0.00,1.70,0.00,0.00,0.63,5.92,0.00,0.00,0.00,0.00,16.00,67.20,18.10,10.10,2.27,81.30,24.00,15.70,2.49,0.00,0.00,0.00,2.72,7.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X38.5,F,38.50,11.30,8.26,8.25,0.00,0.00,0.00,10.30,10.25,0.00,0.00,0.00,0.46,0.44,0.25,0.76,0.75,0.00,0.00,0.00,1.16,1.63,0.00,0.00,1.63,0.00,0.00,0.55,6.77,0.00,0.00,0.00,0.00,18.20,56.90,15.30,8.59,2.24,69.20,20.50,13.40,2.47,0.00,0.00,0.00,1.78,4.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.88,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X33.5,F,33.50,9.81,8.17,8.13,0.00,0.00,0.00,10.20,10.25,0.00,0.00,0.00,0.40,0.38,0.19,0.67,0.69,0.00,0.00,0.00,1.07,1.56,0.00,0.00,1.56,0.00,0.00,0.48,7.70,0.00,0.00,0.00,0.00,20.70,48.60,13.00,7.36,2.22,59.50,17.70,11.60,2.46,0.00,0.00,0.00,1.19,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,0.88,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X28.5,F,28.50,8.39,8.22,8.25,0.00,0.00,0.00,7.12,7.13,0.00,0.00,0.00,0.43,0.44,0.25,0.72,0.69,0.00,0.00,0.00,1.12,1.38,0.00,0.00,1.94,0.00,0.00,0.59,4.98,0.00,0.00,0.00,0.00,19.10,48.70,13.80,7.77,2.41,21.60,9.42,6.06,1.60,0.00,0.00,0.00,1.10,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.77,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X25,F,25.00,7.37,8.13,8.13,0.00,0.00,0.00,7.07,7.13,0.00,0.00,0.00,0.38,0.38,0.19,0.63,0.63,0.00,0.00,0.00,1.03,1.31,0.00,0.00,1.89,0.00,0.00,0.52,5.61,0.00,0.00,0.00,0.00,21.40,42.30,12.00,6.78,2.40,18.60,8.15,5.26,1.59,0.00,0.00,0.00,0.76,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.77,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X22.5,F,22.50,6.63,8.07,8.13,0.00,0.00,0.00,7.04,7.00,0.00,0.00,0.00,0.35,0.38,0.19,0.57,0.56,0.00,0.00,0.00,0.97,1.25,0.00,0.00,1.86,0.00,0.00,0.47,6.23,0.00,0.00,0.00,0.00,23.40,37.80,10.80,6.10,2.39,16.40,7.22,4.67,1.57,0.00,0.00,0.00,0.56,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.77,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WT,WT8X20,F,20.00,5.89,8.01,8.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.31,0.31,0.19,0.51,0.50,0.00,0.00,0.00,0.91,1.19,0.00,0.00,1.81,0.00,0.00,0.42,6.93,0.00,0.00,0.00,0.00,26.30,33.10,9.43,5.35,2.37,14.40,6.36,4.12,1.56,0.00,0.00,0.00,0.40,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,0.77,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
